epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,408.616,0.76402,0.53066,0.92382,0.95734,0.75555,0.85471,0.59688,1.12262,0.63044,1.18594,0.000516719,0.000516719,0.000516719
107,412.139,0.74108,0.51835,0.93121,0.91873,0.78791,0.828,0.60063,1.1078,0.60373,1.18793,0.000515688,0.000515688,0.000515688
108,415.69,0.74448,0.53309,0.9284,0.94134,0.77399,0.87344,0.61177,1.1171,0.63017,1.20115,0.000514656,0.000514656,0.000514656
109,419.207,0.75769,0.52653,0.94254,0.93391,0.79372,0.85456,0.62258,1.06241,0.62313,1.17226,0.000513625,0.000513625,0.000513625
110,422.768,0.73801,0.53235,0.94688,0.92576,0.76293,0.83743,0.60562,1.10068,0.69851,1.17045,0.000512594,0.000512594,0.000512594
111,426.304,0.76242,0.55083,0.93628,0.89592,0.7869,0.84395,0.59764,1.11252,0.71552,1.19238,0.000511562,0.000511562,0.000511562
112,429.874,0.75313,0.53457,0.96028,0.91555,0.79909,0.8357,0.59081,1.10326,0.64294,1.19037,0.000510531,0.000510531,0.000510531
113,433.443,0.7592,0.50588,0.92977,0.91962,0.81003,0.84306,0.60927,1.09979,0.65583,1.1915,0.0005095,0.0005095,0.0005095
114,437.004,0.79469,0.55263,0.94659,0.9237,0.78763,0.82968,0.61025,1.0432,0.69567,1.14745,0.000508469,0.000508469,0.000508469
115,440.577,0.77163,0.5628,0.95679,0.95928,0.74492,0.81798,0.59038,1.07516,0.71165,1.15226,0.000507438,0.000507438,0.000507438
116,444.152,0.76424,0.53236,0.94149,0.91907,0.75504,0.82183,0.58698,1.14063,0.74025,1.19939,0.000506406,0.000506406,0.000506406
117,447.708,0.77007,0.55443,0.94988,0.95539,0.76332,0.82737,0.595,1.11612,0.6607,1.20484,0.000505375,0.000505375,0.000505375
118,451.284,0.76041,0.50221,0.92197,0.94905,0.7934,0.81527,0.58229,1.13226,0.63714,1.22935,0.000504344,0.000504344,0.000504344
119,454.82,0.76837,0.53428,0.92869,0.9237,0.77307,0.81189,0.57324,1.13862,0.67258,1.22354,0.000503313,0.000503313,0.000503313
120,458.424,0.73027,0.50224,0.9154,0.93298,0.73164,0.82633,0.57682,1.10551,0.71553,1.20537,0.000502281,0.000502281,0.000502281
121,461.991,0.73051,0.49275,0.93878,0.92796,0.72974,0.83059,0.58912,1.07475,0.71123,1.20456,0.00050125,0.00050125,0.00050125
122,465.747,0.74928,0.48921,0.93278,0.95063,0.76026,0.82311,0.59916,1.03799,0.65108,1.18245,0.000500219,0.000500219,0.000500219
