epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1444.67,0.53665,0.35348,0.86799,0.91887,0.88217,0.91512,0.72837,1.01914,0.53468,1.16926,0.000485781,0.000485781,0.000485781
137,1455.32,0.5232,0.3435,0.86593,0.92677,0.86288,0.91672,0.72642,1.02219,0.53704,1.1603,0.00048475,0.00048475,0.00048475
138,1465.55,0.51232,0.34014,0.8536,0.93322,0.85656,0.92603,0.72655,1.04964,0.56247,1.20467,0.000483719,0.000483719,0.000483719
139,1475.75,0.49769,0.33047,0.8524,0.92627,0.87233,0.93419,0.72795,1.04032,0.51758,1.17255,0.000482687,0.000482687,0.000482687
140,1486.03,0.51859,0.33622,0.85721,0.95572,0.86284,0.92181,0.72794,1.02183,0.51385,1.18014,0.000481656,0.000481656,0.000481656
141,1496.45,0.50829,0.32612,0.85357,0.95438,0.84319,0.90297,0.70934,1.00107,0.53208,1.17236,0.000480625,0.000480625,0.000480625
142,1506.65,0.4969,0.32553,0.85197,0.93445,0.84208,0.89602,0.71293,0.97412,0.53903,1.18272,0.000479594,0.000479594,0.000479594
143,1516.89,0.47731,0.31583,0.844,0.93361,0.84731,0.90483,0.71555,1.03979,0.56862,1.21621,0.000478562,0.000478562,0.000478562
144,1527.41,0.50573,0.33184,0.85171,0.93534,0.85523,0.90065,0.70662,1.01248,0.55198,1.16902,0.000477531,0.000477531,0.000477531
145,1537.92,0.51478,0.33883,0.85872,0.92017,0.87655,0.9108,0.7186,0.98307,0.53792,1.16983,0.0004765,0.0004765,0.0004765
146,1548.66,0.5011,0.33039,0.85111,0.95563,0.83606,0.90999,0.72609,0.95572,0.53565,1.14906,0.000475469,0.000475469,0.000475469
147,1559.18,0.50258,0.32849,0.85267,0.93441,0.82897,0.90483,0.71348,0.95306,0.58647,1.15419,0.000474437,0.000474437,0.000474437
