epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,141.098,0.74565,0.54549,0.91675,0.8955,0.88774,0.91512,0.7031,0.91012,1.36174,1.20856,0.00134244,0.00134244,0.00134244
61,142.88,0.65184,0.54846,0.91329,0.8955,0.88774,0.91512,0.7031,0.91012,1.36174,1.20856,0.00133693,0.00133693,0.00133693
62,144.745,0.76008,0.58706,0.93092,0.79857,0.89374,0.91509,0.7122,0.94621,1.58884,1.17639,0.00133143,0.00133143,0.00133143
63,146.562,0.71551,0.63417,0.92068,0.74213,0.7374,0.91508,0.70422,0.99013,2.44974,1.23182,0.00132593,0.00132593,0.00132593
64,148.84,0.74441,0.56774,0.95003,0.71162,0.51774,0.58711,0.48017,1.12634,2.68452,1.44778,0.00132043,0.00132043,0.00132043
65,150.75,0.67199,0.52542,0.8882,0.71162,0.51774,0.58711,0.48017,1.12634,2.68452,1.44778,0.00131493,0.00131493,0.00131493
66,152.507,0.71535,0.53088,0.9775,0.60832,0.40476,0.30864,0.23728,1.28727,3.2436,1.55694,0.00130943,0.00130943,0.00130943
67,154.25,0.71836,0.62009,0.93023,0.15105,0.35412,0.18465,0.15269,1.36426,10.3028,1.64068,0.00130393,0.00130393,0.00130393
68,156.032,0.64972,0.59879,0.90299,0.28406,0.39989,0.23672,0.17853,1.41692,66.1926,1.6992,0.00129843,0.00129843,0.00129843
69,157.744,0.7374,0.55857,0.95172,0.28406,0.39989,0.23672,0.17853,1.41692,66.1926,1.6992,0.00129293,0.00129293,0.00129293
70,159.515,0.74805,0.52965,0.90773,0.27427,0.40476,0.23134,0.15242,1.55944,117.498,1.87552,0.00128742,0.00128742,0.00128742
71,161.868,0.73621,0.55306,0.93914,0.38003,0.40476,0.28348,0.23228,1.42233,73.2477,1.76164,0.00128192,0.00128192,0.00128192
72,163.724,0.66954,0.50993,0.89302,0.38024,0.33333,0.28546,0.24214,1.31646,27.2037,1.60537,0.00127642,0.00127642,0.00127642
73,165.428,0.67164,0.53665,0.91757,0.38024,0.33333,0.28546,0.24214,1.31646,27.2037,1.60537,0.00127092,0.00127092,0.00127092
74,167.189,0.66834,0.55851,0.89317,0.67331,0.40476,0.40586,0.33003,1.25899,3.87335,1.53736,0.00126542,0.00126542,0.00126542
75,168.947,0.69672,0.60078,0.9293,0.89883,0.55934,0.54631,0.42979,1.18953,2.92612,1.48521,0.00125992,0.00125992,0.00125992
76,170.718,0.71736,0.56083,0.87978,0.87829,0.63095,0.60271,0.5151,1.07297,2.2808,1.38972,0.00125442,0.00125442,0.00125442
77,172.518,0.66331,0.50769,0.92747,0.87829,0.63095,0.60271,0.5151,1.07297,2.2808,1.38972,0.00124892,0.00124892,0.00124892
78,174.837,0.66825,0.53989,0.9128,0.71159,0.63095,0.59095,0.50304,0.98579,1.90643,1.32215,0.00124342,0.00124342,0.00124342
79,176.608,0.66567,0.49628,0.86711,0.61053,0.55952,0.51271,0.44033,0.97771,1.70129,1.28587,0.00123791,0.00123791,0.00123791
80,178.302,0.69088,0.57284,0.96426,0.77237,0.5288,0.57796,0.49572,0.97596,1.55931,1.30549,0.00123241,0.00123241,0.00123241
81,179.98,0.72281,0.55008,0.93753,0.77237,0.5288,0.57796,0.49572,0.97596,1.55931,1.30549,0.00122691,0.00122691,0.00122691
82,181.711,0.73776,0.62755,0.92643,0.65723,0.63095,0.62392,0.51392,0.97708,1.43309,1.25409,0.00122141,0.00122141,0.00122141
83,183.421,0.78631,0.54691,0.90381,0.91054,0.76093,0.78595,0.60084,1.03563,1.06595,1.25455,0.00121591,0.00121591,0.00121591
84,185.307,0.67075,0.50074,0.97286,0.86579,0.77381,0.88558,0.69518,0.97028,0.81248,1.22118,0.00121041,0.00121041,0.00121041
85,187.614,0.6351,0.47499,0.8801,0.86579,0.77381,0.88558,0.69518,0.97028,0.81248,1.22118,0.00120491,0.00120491,0.00120491
86,189.417,0.68558,0.62551,0.93819,0.81465,0.91667,0.91689,0.74162,0.87726,0.6618,1.17445,0.00119941,0.00119941,0.00119941
87,191.234,0.58343,0.46127,0.87631,0.81215,0.84524,0.90857,0.72977,0.85421,0.6196,1.16472,0.00119391,0.00119391,0.00119391
